"","year","month","day","retMedioSalida","numVuelosRetrasados"
"88",2013,3,29,2.93298969072165,113
"89",2013,3,30,2.17708333333333,54
"90",2013,3,31,5.60514541387025,243
"91",2013,4,1,12.4214360041623,379
"92",2013,4,2,8.26020408163265,312
"93",2013,4,3,3.45252525252525,356
"94",2013,4,4,6.96326530612245,414
"95",2013,4,5,5.90510204081633,425
"96",2013,4,6,4.95052083333333,118
"97",2013,4,7,2.85903083700441,213
"98",2013,4,8,2.42430484037075,187
"99",2013,4,9,9.42708333333333,248
"100",2013,4,10,33.0236753100338,340
"101",2013,4,11,25.4119496855346,290
"102",2013,4,12,34.8384279475983,422
"103",2013,4,13,6.42764015645372,303
"104",2013,4,14,7.97149122807018,374
"105",2013,4,15,4.9020202020202,324
"106",2013,4,16,10.1976241900648,223
"107",2013,4,17,12.0513089005236,350
"108",2013,4,18,34.9153605015674,389
"109",2013,4,19,46.1278280542986,381
"110",2013,4,20,7.77748344370861,310
"111",2013,4,21,7.77801958650707,337
"112",2013,4,22,30.6425531914894,513
"113",2013,4,23,19.754329004329,479
"114",2013,4,24,18.8929336188437,457
"115",2013,4,25,23.3395638629283,628
"116",2013,4,26,18.5924412665986,467
"117",2013,4,27,3.12582781456954,95
"118",2013,4,28,4.81668496158068,220
"119",2013,4,29,7.22085889570552,203
"120",2013,4,30,1.91753653444676,183
"121",2013,5,1,2.90342679127726,209
"122",2013,5,2,6.38854805725971,156
"123",2013,5,3,14.1815352697095,240
"124",2013,5,4,8.82027027027027,95
"125",2013,5,5,4.57738748627881,127
"126",2013,5,6,7.5957011258956,155
"127",2013,5,7,2.10714285714286,131
"128",2013,5,8,43.2177777777778,354
"129",2013,5,9,20.7132505175983,235
"130",2013,5,10,11.4917525773196,361
"131",2013,5,11,24.3285917496444,260
"132",2013,5,12,3.45566778900112,243
"133",2013,5,13,8.23432682425488,185
"134",2013,5,14,5.21518987341772,129
"135",2013,5,15,10.0547368421053,145
"136",2013,5,16,10.7594291539246,285
"137",2013,5,17,7.93367346938776,279
"138",2013,5,18,4.02005347593583,77
"139",2013,5,19,25.8294573643411,275
"140",2013,5,20,16.5200411099692,214
"141",2013,5,21,13.5410526315789,200
"142",2013,5,22,24.5606060606061,406
"143",2013,5,23,51.1447196870926,430
"144",2013,5,24,30.3407172995781,289
"145",2013,5,25,11.423658872077,115
"146",2013,5,26,0.241426611796982,121
"147",2013,5,27,3.05070118662352,130
"148",2013,5,28,10.2144329896907,196
"149",2013,5,29,7.39318885448916,259
"150",2013,5,30,9.59836901121305,183
"151",2013,5,31,9.27422680412371,109
"152",2013,6,1,2.77822045152722,67
"153",2013,6,2,34.0133657351154,206
"154",2013,6,3,25.3096976016684,374
"155",2013,6,4,4.11192468619247,324
"156",2013,6,5,4.87875647668394,227
"157",2013,6,6,5.05675954592363,322
"158",2013,6,7,27.54329004329,386
"159",2013,6,8,8.41321243523316,135
"160",2013,6,9,6.24172185430464,189
"161",2013,6,10,30.6194503171247,363
"162",2013,6,11,13.5098650051921,161
"163",2013,6,12,5.46066252587992,294
"164",2013,6,13,45.7908277404922,589
"165",2013,6,14,21.9318181818182,282
"166",2013,6,15,8.75345911949685,137
"167",2013,6,16,6.3576881134133,227
"168",2013,6,17,25.3214285714286,428
"169",2013,6,18,35.9507658643326,417
"170",2013,6,19,7.94364754098361,439
"171",2013,6,20,3.71515151515152,155
"172",2013,6,21,10,128
"173",2013,6,22,7.91212871287129,88
"174",2013,6,23,12.570652173913,290
"175",2013,6,24,47.1574178935447,364
"176",2013,6,25,43.063025210084,337
"177",2013,6,26,30.6117523609654,297
"178",2013,6,27,40.8912319644839,346
"179",2013,6,28,48.8277841561424,261
"180",2013,6,29,19.2676767676768,190
"181",2013,6,30,44.1881785283474,310
"182",2013,7,1,56.2338251986379,375
"183",2013,7,2,19.2850971922246,309
"184",2013,7,3,24.2959917780062,277
"185",2013,7,4,4.34059945504087,66
"186",2013,7,5,4.85836385836386,83
"187",2013,7,6,7.02528445006321,91
"188",2013,7,7,36.6174496644295,343
"189",2013,7,8,37.2966457023061,239
"190",2013,7,9,30.711498973306,347
"191",2013,7,10,52.8607021517554,370
"192",2013,7,11,23.6093916755603,247
"193",2013,7,12,25.0961538461538,354
"194",2013,7,13,21.535,257
"195",2013,7,14,13.2259459459459,49
"196",2013,7,15,5.67907444668008,176
"197",2013,7,16,11.206268958544,291
"198",2013,7,17,13.6707070707071,252
"199",2013,7,18,20.6267893660532,262
"200",2013,7,19,19.375,269
"201",2013,7,20,13.7790404040404,227
"202",2013,7,21,18.8943894389439,293
"203",2013,7,22,46.6670467502851,489
"204",2013,7,23,44.7416851441242,342
"205",2013,7,24,15.9593908629442,387
"206",2013,7,25,19.6741344195519,382
"207",2013,7,26,12.0626895854398,399
"208",2013,7,27,8.02357320099256,186
"209",2013,7,28,37.7101616628176,472
"210",2013,7,29,15.682328907048,345
"211",2013,7,30,7.38399189463019,242
"212",2013,7,31,6.28084252758275,258
"213",2013,8,1,34.574034334764,440
"214",2013,8,2,13.2543411644535,310
"215",2013,8,3,12.1464330413016,287
"216",2013,8,4,9.39045553145336,284
"217",2013,8,5,6.71543086172345,336
"218",2013,8,6,7.41515151515152,181
"219",2013,8,7,8.68040201005025,395
"220",2013,8,8,43.3499469777306,570
"221",2013,8,9,34.6918976545842,526
"222",2013,8,10,10.0037313432836,226
"223",2013,8,11,7.20950323974082,382
"224",2013,8,12,8.30815709969789,429
"225",2013,8,13,22.9968051118211,508
"226",2013,8,14,9.01913393756294,555
"227",2013,8,15,9.22211055276382,273
"228",2013,8,16,8.02119071644803,213
"229",2013,8,17,6.54440154440154,119
"230",2013,8,18,7.97461368653422,203
"231",2013,8,19,4.31919191919192,207
"232",2013,8,20,5.92174796747967,133
"233",2013,8,21,2.8719512195122,161
"234",2013,8,22,33.6004206098843,313
"235",2013,8,23,5.55589430894309,278
"236",2013,8,24,4.12823834196891,48
"237",2013,8,25,5.76444444444444,42
"238",2013,8,26,4.45081967213115,84
"239",2013,8,27,3.29540709812109,135
"240",2013,8,28,40.5268935236004,297
"241",2013,8,29,10.078893442623,206
"242",2013,8,30,5.22940563086549,93
"243",2013,8,31,4.58727810650888,72
"244",2013,9,1,4.23291492329149,84
"245",2013,9,2,53.0295508274232,214
"246",2013,9,3,6.97991543340381,193
"247",2013,9,4,0.602332979851538,91
"248",2013,9,5,-0.387797311271975,79
"249",2013,9,6,-0.397927461139896,69
"250",2013,9,7,-0.250363901018923,49
"251",2013,9,8,2.08305647840532,144
"252",2013,9,9,0.79474216380182,182
"253",2013,9,10,3.521875,136
"254",2013,9,11,9.60369163952226,310
"255",2013,9,12,49.95875,386
"256",2013,9,13,17.0338809034908,327
"257",2013,9,14,1.38888888888889,60
"258",2013,9,15,2.30493273542601,133
"259",2013,9,16,2.48174442190669,286
"260",2013,9,17,-0.0970772442588727,176
"261",2013,9,18,2.32234809474768,86
"262",2013,9,19,13.7340862422998,160
"263",2013,9,20,9.87155963302752,121
"264",2013,9,21,4.3231884057971,156
"265",2013,9,22,4.88235294117647,225
"266",2013,9,23,5.27152988855117,184
"267",2013,9,24,-1.32983193277311,193
"268",2013,9,25,0.474120082815735,291
"269",2013,9,26,2.36958710976838,281
"270",2013,9,27,3.61693548387097,189
"271",2013,9,28,0.702503681885125,88
"272",2013,9,29,5.76070252469813,123
"273",2013,9,30,2.65349544072948,108
"274",2013,10,1,-0.0989583333333333,58
"275",2013,10,2,-0.919917864476386,133
"276",2013,10,3,10.0413306451613,300
"277",2013,10,4,3.73407482305359,225
"278",2013,10,5,3.53275109170306,86
"279",2013,10,6,4.28336980306346,186
"280",2013,10,7,39.1467098166127,322
"281",2013,10,8,1.80625,248
"282",2013,10,9,5.50258531540848,159
"283",2013,10,10,19.4989754098361,238
"284",2013,10,11,31.2318376068376,171
"285",2013,10,12,5.24925816023739,56
"286",2013,10,13,5.34927697441602,226
"287",2013,10,14,4.0994923857868,238
"288",2013,10,15,4.5350052246604,248
"289",2013,10,16,0.602061855670103,326
"290",2013,10,17,10.108980827447,347
"291",2013,10,18,5.95262096774194,403
"292",2013,10,19,-0.107038123167155,289
"293",2013,10,20,1.61092896174863,340
"294",2013,10,21,0.954453441295547,370
"295",2013,10,22,1.83038501560874,390
"296",2013,10,23,0.979402677651905,530
"297",2013,10,24,3.57591093117409,360
"298",2013,10,25,10.0690355329949,347
"299",2013,10,26,5.04105571847507,202
"300",2013,10,27,6.24145534729879,120
"301",2013,10,28,2.5658835546476,301
"302",2013,10,29,-0.349322210636079,382
"303",2013,10,30,0.565531475748194,319
"304",2013,10,31,5.16357688113413,314
"305",2013,11,1,13.27291886196,346
"306",2013,11,2,0.244868035190616,253
"307",2013,11,3,2.14222222222222,235
"308",2013,11,4,2.36382322713258,485
"309",2013,11,5,-0.183142559833507,286
"310",2013,11,6,0.463768115942029,298
"311",2013,11,7,13.5563598759049,438
"312",2013,11,8,4.11632653061224,317
"313",2013,11,9,-0.628851540616246,131
"314",2013,11,10,5.66591928251121,286
"315",2013,11,11,3.33877551020408,201
"316",2013,11,12,8.54668049792531,499
"317",2013,11,13,2.60307692307692,193
"318",2013,11,14,2.16227180527383,145
"319",2013,11,15,0.586978636826043,290
"320",2013,11,16,1.69620253164557,153
"321",2013,11,17,21.8721461187215,334
"322",2013,11,18,5.58817427385892,265
"323",2013,11,19,0.43904958677686,341
"324",2013,11,20,1.77663934426229,310
"325",2013,11,21,3.10932798395186,359
"326",2013,11,22,11.0080563947633,399
"327",2013,11,23,3.48582995951417,317
"328",2013,11,24,14.6896162528217,176
"329",2013,11,25,3.31590181430096,191
"330",2013,11,26,7.97464503042596,393
"331",2013,11,27,16.6976506639428,465
"332",2013,11,28,6.0615141955836,132
"333",2013,11,29,0.145234493192133,81
"334",2013,11,30,2.78571428571429,85
"335",2013,12,1,9.00407747196738,175
"336",2013,12,2,9.02197802197802,207
"337",2013,12,3,5.97525773195876,330
"338",2013,12,4,5.36631578947368,280
"339",2013,12,5,52.327990135635,318
"340",2013,12,6,16.1345093715546,535
"341",2013,12,7,4.86032689450223,271
"342",2013,12,8,21.5153374233129,571
"343",2013,12,9,34.8002207505519,582
"344",2013,12,10,26.4654939106901,568
"345",2013,12,11,7.05826271186441,566
"346",2013,12,12,7.52751817237799,389
"347",2013,12,13,5.25699481865285,277
"348",2013,12,14,28.3615520282187,426
"349",2013,12,15,19.5738705738706,306
"350",2013,12,16,11.741127348643,288
"351",2013,12,17,40.7056019070322,637
"352",2013,12,18,14.0083945435467,373
"353",2013,12,19,16.3721649484536,242
"354",2013,12,20,17.266253869969,355
"355",2013,12,21,20.3449564134496,211
"356",2013,12,22,29.2398648648649,266
"357",2013,12,23,32.2541493775934,436
"358",2013,12,24,6.76595744680851,201
"359",2013,12,25,7.55244755244755,115
"360",2013,12,26,14.4172043010753,249
"361",2013,12,27,10.9376299376299,228
"362",2013,12,28,7.98154981549815,151
"363",2013,12,29,22.3095512082854,316
"364",2013,12,30,10.6981132075472,415
"365",2013,12,31,6.99605263157895,323
